timestamp,price
2025-08-18T03:41:08.760343119+00:00,115359
2025-08-18T03:41:19.113642688+00:00,115359
2025-08-18T03:41:29.390581639+00:00,115333
2025-08-18T03:41:39.681877223+00:00,115333
2025-08-18T03:41:49.920092381+00:00,115333
2025-08-18T03:42:00.188489099+00:00,115333
