timestamp,price
2025-08-18T03:41:08.855259232+00:00,4302
2025-08-18T03:41:19.195780086+00:00,4298.72
2025-08-18T03:41:39.741528733+00:00,4302
2025-08-18T03:42:00.242356144+00:00,4302
